review,PN
the night i chose to check out this place happened to be warren s the owner s birthday the entire bar was more than happy to help him celebrate the people are extremely friendly when i first arrived i assumed that everyone in the bar were old friends i was traveling alone and it didn t take very long before a group invited me to hang out with them at their table turns out most people had just met that night everyone was just mingling i definitely recommend stopping in at cinder bar ,1
the cinder bar is a fantastic place to stop and make some new friends warren is the owner chances are he will personally greet you and make you feel like a long lost friend the patrons are a great mix of local and westerners very friendly he has all the liquid refreshments you could hope for and a satisfying menu i had a shrimp platter that was delicious aircrew are always welcome give it a try ,1
this bar came highly recommended from a workmate of mine so all my workmates were keen to see if it lived up to it s expectations i can say without a shadow of a doubt it is a fantastic little place the owner warren is the consummate host he delights in serving some fine local and imported craft beers and makes wicked cocktails thanks for the hangover looking forward to popping back to cinders in songdo to catch up with warren not looking forward to the hangover 5 stars ,1
warren runs a great place drinks food music all done with a passion he makes introductions i ended up talking to ups pilots all night about their cargo looking for investment ideas ,1
my year living in songdo would have been very different without cinder bar warren makes great drinks and the atmosphere is very relaxed with lots of friendly people if you re in incheon looking for a relaxed bar with great drinks great people and great food cinder is the place to go ,1
if you want to have a great time in incheon and you are foreign you should came to cinder bar ot s a great place to be and have a great time music is awesome you can meet people from all around and warren and his staff are super welcoming they also introduced me to some spanish speaking guests who are now my new friends for the next three months while i am here in korea here for business thank you cinder bar br si desean pasar un ageadable momento en incheon deben venir a este bar la musica es espectacular y warren el dueño es extremadamente amable conoce a la gente del bar y te puede presentar a personas que hablan tu idioma ,1
if you ever find yourself in the songdo area of inchon you must visit the cinder bar warren the owner is very personable and welcoming to new guests i don t regularly drink liquor prefer beer but warren makes a g t that could convert me this place is a must if you look for a bar with a laid back atmosphere and good food ,1
okay so here we are in incheon and we want a cold beverage and something to eat we ve been here quite a few times and haven t been too lucky we check out trip advisor and guess who s 1 cinder bar we re reading the reviews and warren the owner s name keeps popping up we head out to find the cinder bar we walk in and are instantly greeted by guess who warren he is one passionate and friendly man he wants us to enjoy ourselves the music was so great we were hungry and he recommended a few items and they were delicious warren is known for his famous gin and tonic i m not a fan of gin he insisted we try just one which we shared i slurped it down and now i like gin and tonics we ordered his homemade dip and chips chicken wings and fish and chips all very very good warren we re spreading the word we had so much fun ,1
warren the bartender was very humble and kind recommending specialty drinks of his and some amazing new zealand beer stocked in the bar ,1
great pub atmosphere warren is very friendly and really appreciates his customers thanks for the rugby lesson nice relaxing time away from a hotel and the fish and chips were excellent really enjoyed the cinder sauce will be back ,1
feels like home small bar great food and drinks you won t break the bank great for solo travelers highly recommended ,1
warren is lovely and the atmosphere is perfect for post school gatherings the sliders are just the tastiest thing both beef and fish i especially enjoy the ginger lemon something yummy drink ,1
the cinder bar is basically a pub for the expat community their target is the very small foreign residents of the city so you won t see many locals great variety of beers and they often organize events for alcohol lovers ,1
me and my partner are from england and we were recommend the cinder bar from some friends the owner warren is from new zealand and is a great character to have a chatter with over a good spirit cocktail he s super passionate about cocktails whiskey gin you name it he can make it he made us feel so welcome straight away and we ended up staying there until 4am i think sorry warren d great for expats to get a good drink d,1
warren has created magnificent spot here the g t s are legendary and quench the thirst supremely on a hot day in the city the welcome you receive is fantastic and sets up what always follows a great social experience i personally cannot wait to enjoy this bar more and more a top place to visit ,1
cinder bar is one of the most hospitable bar foreign bar i know in incheon it is located in the out skirt of dream city incheon near the bridge warren the owner is kind generous respectful and so are the rest of his crew this is the first and only review i have written on my own for any travel site and i will say this bar is a great place to make new and promising friends you will get to meet some great people many of whom are regulars there like myself not saying i drink to often but that i enjoyed hanging out with people from the bar not only is this bar a great meet up for old friends or new friends but even other bar owners or restaurant come here to have a great time ,1
after being recommended to go here by foreigners and koreans alike i made the trip here it s about an hour from where i live easy enough to find keep the starbucks on your left and walk straight and pick up the sign i was instantly made welcome by brandon the doorman who showed me in and sat me down at the bar the owner warren asked me what i was after drinkwise n made some excellent recommendations all were consumed and were expertly made warren has made an excellent atmosphere and the customers were all in on it i arrived alone but left with the intention of going back and continuing to meet great people i can t recommend here enough alone or in a group you will have a fun time and check out the g n t s from an english man they hit the spot and more thanks to all they guys at the cinder for a great time n i ll be seeing you again ,1
the cinder bar features some of the best mixed drinks i ve ever tasted ask for the gin and tonic or signature long island ice tea made with all top shelf ingredients the best part of this bar though is that warren and his staff take time to get to know you when you come back they remember your name and you can practically pick up your last conversation where you left off even if its been awhile you feel like you re among friends from the moment you step through the door don t miss out on this great spot in songdo ,1
i love this bar the best beer warren the owner is the best cocktail maker nice friendly atmosphere мне нравится этот бар приятная обстановка вкусные коктейли ,1
i love this bar all crew members are so nice and seem to enjoy their work the atmosphere is cozy and lively every drink you can get is excellent especially g t is just amazing you ll love it ,1
the cinder bar completely bursts at the seams with good vibes friendliness and spot on tunes so many memorable evenings have been had at this spot with the hosts taking hospitality to the next level the fe fi fo fum is the reigning cocktail with an incredible nz flavour twist its a must have seriously buy it now if you have the away from home blues or want to neet a new crew stop on by and make this your new local minutes morph into hours as you literally laugh and drink while attempting to sing and dance that night away ,1
from the moment you walk through the door you are among friends the owner is the most hospitable i have ever met and the cocktails are very well done limited food menu but also tasty go for the wings thank you waren for a memorable experience will be sure to return next time we are anywhere near incheon cheers ,1
the contributors got it right with this place humble cozy friendly absolutely worth the visit don t expect a menu it is tasty finger food excellent creative drinks we took a taxi there and the taxi driver spoke to the owner for directions i never expected the irish owner to speak perfect korean but apparently he does and then get this he waited outside for our taxi to arrive could he be nicer no could he have made a more inviting place for visitors to grab a drink and have a chat no warren you are a rock star and your bar is deserving of every 5 star review it gets like we told you that night we want to franchise you ,1
a great place to meet up with friends thank you warren for letting us barbecue and celebrate my last day in song do i will never forget your hospitality and the bar s wonderful atmosphere also those fries are amazing ,1
the cinder bar is a quaint little place good for food and drinks it s small so it can get crowded quite quickly but everyone is friendly and if you re lucky warren might mix you up something special that isn t found on the menu ,1
if you are in the incheon area this place is a must warren and his team make sure that you enjoy your time there great people food and reasonable drinks the next time you come because there will be a next time they ll remember your name and they ll make you feel like you re at home you won t regret coming to this cozy welcoming foreigner friendly bar go ,1
warren and his staff are fantastic personal and attentive they will know your name next time welcome you home happy hour specials are attractive atmosphere is welcoming ,1
if you remember the old tv shows cheers friends etc this bar restaurant is all of that wrapped up into one the owner warren makes you feel welcome and a part of some special cinder collective the cindertonic is an epic g t and the most surprising thing is the food it is very good we especially love the fish and chips we order it every time even if we were expecting to eat just check it out you won t be sorry it is a bit out of the way over by the bridge on flag street cheers ,1
i arrived at 9pm to a couple of friendly wait staff in warren and owen i was the only customer until all the flight staff rocked uo at midnight and the local koreans at about 1am made to feel like a local warren runs a great bar highly recommend,1
warren and his team offer fantastic personalised customer service the happy hour specials are great the cocktails made with care and a great selection of beers and ciders from around the world we had the fish and chips a couple of times very tasty warren makes a habit of learning the names of all his customers and really goes the extra mile to offer exceptional service thanks warren and we hope to see you again someday soon highly recommended ,1
from the moment we walked through the door of the cinder bar we were made to feel like family it was the most fun we ve had at night here in songdo icheon south korea the food is truely amazing oh and the beer was awesome of course we will miss this amazing little bar and awesome atmosphere thanks so much for making us feel so welcome people please go here for a pint or a some fish and chips try the wings or ask for the famous ginn and tonic you won t be disappointed i promise ,1
the owners and staff might be short but they are always making a point to make you a regular by getting your name and meeting you they have every type of alcohol and for me i love their whiskey collection super friendly and i frequently go out of my way to go their regardless of distance warren is an amazing host bartender and friend please say hi ,1
the cinder bar is my favourite bar in incheon they make amazing gin and tonics the owner warren is welcoming and friendly he takes time to get to know you even when the bar is packed from their awesome live bands it s full of amazing people who are looking to have a good time ,1
i found this place online and thought i would pay it a visit best decision i ve made in quite some time everyone both staff and customers were extremely friendly i got a few tips on how to adjust in korea and a few drinks to forget all the cross cultural mistakes i was making all in all this is a great place and the only actual bar where you can sit up on a stool and pound a few pints take my word you are going to want to atleast stop by here once ,1
nice bar nice music nice and friendly people favorite place just a few minutes walking from downtown area of songdo place fell cozy and makes you stay for another drink or so keep it same spirit warren ,1
the cinder bar is out of the main area of songdo yet it is the best bar the drinks are phenominal i would reccomend the gin and tonic which is a killer the prices are incredible compared to other bars in korea the best part is the incredible atmosphere the music is great and the everyone is incredibly welcoming especially warren the owner and bartender of this place ps order the cinderella its on the secret menu i can garantee that you will love it ,1
that is the best experience i have had in any other bars i have been in the bartender warren and his lovely assistants are the best persons to interact with in a bar not only did they teach me how to speak to korean people and what to take care at during my trip to korea but actually they made sure we got home after a few drinks by ordering us the taxis ,1
if you want to feel comfortable you have to visit here the cinder bar will be a friend they are really great for you and your friend just come here and drink with warren and the cinder crew i strongly recommend the cinder bar because it has my favourite beers from san diego sculpin and stone ipa ,1
a lovely cozy bar they made me some amazing fish sliders and i washed it down with the best gin and tonics i have ever tasted i was there on business by myself but i left the cinder bar with some excellent new friends the music selection was great and they even have live music from time to time to hanna warren and the cinder crew keep doing what you are doing it works ,1
irrespective of whether you are a local an expat living in korea or just passing through the area you really should be visiting the cinder bar put simply you won t find a warmer welcome a nicer atmosphere or a more enjoyable environment to spend an evening in the thing that really stands out about the place is that the team there are clearly genuinely interested in you having a good time whilst you are there and go out of their way to show warmth and friendliness irrespective of if you are a regular or a visitor from out of town food is tasty drinks are excellent cocktails are made with care and attention to detail prices are extremely reasonable too the really nice thing about the place is that the positivity is infectious not only are the staff incredibly friendly and helpful but this rubs off on the clientele too it really does feel like a little community if you are looking to spend an enjoyable time in the area this is the first place to visit ,1
i have been coming to this bar for two years now and nothing is going to change i love this bar the staff are super friendly and also seems like a family the cinder burger is fantastic and the rest of the menu is great too the cinder tonic is awesome totally my cup of tea from the live music to the design of the place to the very reasonable prices just visit and enjoy ,1
outstanding hole in the wall bar with good food run by a kiwi with a lot of local experience well priced food beverages happy hour from 6pm to 9pm no pizza reported incorrectly here but wings fries shrimp fish chips a burger friendly staff well done highly recommend ,1
after trying to find a bar that suited our needs we were directed to cinder bar we were welcomed by friendly staff and the host with the most warren kidd from nz who welcomed us with a smile and stories to go with we managed to watch the nrl grand final with all having a great time and bringing more friends the chicken wings to die for and the mini sliders that helps the famished traveller beers on tap are stella artois and max but never leave the place without trying the famous cinders flaming shot with warren host explaining the process most westerners drink here bar staff are well mannered trained and speak english this cozy warm fun and cool place with a selection of music that will tickle your ears and suitable for all ages and its home away from home cinder bar can order your cab for you and warren is happy to escort you and being fluent in korean able to show off his skills with local knowledge conversing with the driver able to direct the driver to your final destination i have attached two photos with address and direction from the business card smoking drinking is permitted outside but be aware of noise as neighbours are living near by i have had many happy memories there and have met people from around the world there it s not a nite club but more like a pub somewhere to relax unwind have a chat catch up and have a beer i have given a 5 star rating for excellence in every aspect of service from the moment you walk in it s so hard to leave to warren and staff thank you for everything on behalf of rocket thor aka thoro aka tom signing off jake,1
perfect cocktails perfect beers perfect music and perfect people they are the perfect cinder crew with warren hanna jimmy mijin nicole and sam there i can make music requests and they also have live music i love this bar xoxo,1
a little bar tucked under an apartment building run by super friendly kiwi warren wazza and the crew go out of their way to look after you from remembering your drinks favourites to dishing up excellent bar food as well and even ringing around for other late night bars to find who was open when it was time to move on ,1
in korea for presidents cup and went to the cinder bar after dinner great bar with a really fun atmosphere the owner and bartender warren goes out of his way to make sure every customer has fun and the gin tonics are out of this world if you are in this area and want a relaxing drink go see warren at the cinder bar ,1
great little spot kind of hidden basically the first place on the new city side of the bridge good food good drinks but like everything in korea it is small compared to american standards no worries if the weather is nice you can spill out onto the street ,1
excellent gin kraken and cocktails good bar food too i recommend the cinder shrimp wonderful company too warren and the team are great ,1
warren welcomed all of us and made us enjoy our time at the cinder bar the chicken wings were amazing so we had to go back there again thea same night for more wings thank you for your hospitality and kindness ,1
the owner is incredibly sweet and caring you can see it in how he talks to his guests and how he cares deeply about his business and the community of songdo i was studying abroad in songdo for about a year and i can easily say that going to the cinder bar made me feel right at home and also very welcomed in a country place that i was new to warren is not only kind but also innovative the food is delicious i can t get enough of the fry dip and he always had a new drink recommendation for me and my friends that we always loved he is always reaching higher and making the cinder bar a fun exciting and comfortable place to meet up with friends and enjoy the night highly recommend definitely swing by ,1
hannah and warren are doing a great job building upon what luke and his team started there s always a warm welcome and good mixed company the interesting range of drinks available traverse the globe too from serving korea s maxx new zealand beers and decent scotch whiskey to manhattans and warrens signature cocktails and now you can enjoy tasty food there too would i recommend a visit definitely from meeting people in the community and watching a rugby match to having a quiet drink this bar has it all and the playlist pleases too probably why it s been our local for over a year ,1
the cinder bar is full of character just like its owner who generates a fantastic atmosphere each drink is spectacular ,1
i first came here back in may and now i am one of the regulars i love it some of my new best friends i met at the cinder bar the owners warren and hanna are always lovely and are introducing new cinderites to us all the time the drink selection is fantastic i personally enjoy the monteith s selection from new zealand especially the radler food wise the wings are my favorite but it s the cinder sauce that make them absolutely divine the cinder bar is the new mover and shaker in the city of songdo check it out now ,1
the beer is reasonably priced including a few new zeeland made beers you can t get anywhere else in songdo if you are feeling hungry they offer a couple options including some killer wings that come with a their own unique cinder sauce the real highlight of cinder bar is the service the owner warren is there every night and he is by far the best bartender in incheon he is warm friendly and never let s an empty glass sit despite being born in new zeeland he has lived in korea long enough to speak fluent korean because of this the atmosphere is unique it s not just a foreigner bar every member of the cinder crew can speak english and korean so both locals and foreigner mingle in roughly equal proportions ,1
numero uno public bar in korea especially mr warren and his wife are very kindly and friendy this bar provides wide range of fresh beers and qualified coctails with very cheap price all of u can enjoy drinking and relaxing without any pressure u can become a friend with unknown visitors with a cheers and winderful music pls come over here to have a cheers and a world peace from semi italian guy richard ,1
from now on when i travel to korea i ll be visiting cinder bar warren the owner was so friendly and welcoming and i certainly felt very comfortable socializing with all the great people who go there great food great drinks and all round a fantastic night if your in korea this is a must visit ,1
after being in korea for about 2 weeks on business i was getting a little tired of endless korean food had a night by myself and found this place down the sheet from my hotel the owner greeted me at the door and found me a seat at the bar had a great conversation with the bar tender owner and a few of the other patrons the food was excellent and the beer selection very different than the surrounding bars highly suggest asking the owner for his recommendations ,1
initially we had some trouble finding the place it s tucked around in back of the building not in the front we called and warren s wife came around the block to meet us and lead the way how s that for service warren came over and welcomed us immediately upon arrival making us feel right at home he asked us about our normal drink preferences then made some suggestions and headed off to get them we tried several different beers and of course had some pub grub the burgers and shrimp scampi are great good portions and lots of options to wash it all down we met serval of the locals regulars who are all super friendly and fun to hang with all in all a great time with great food also wonderful owners who truly enjoy taking care of their customers and doing everything they can to make your experience a great one ,1
refreshing to find a great bar here met great expats as well as some locals all great to talk to love the hendricks and awesome ipa on tap one of the best i ve found ,1
great bar great selection of beers and drinks fair price the expats are extra friendly can t wait to go back ,1
there is only one anser the cinder bar why its a great place because warren and his team are very friendly the food is nice especialy the wings the beer is fresh and the cocktails are awesome ,1
amazing bartender amazing people amazjng atmosphere i wish i could come again keep up the good work warren ,1
다른 국가 다른 직업 다른 인종들이 극찬할만한 국제적 참새들의 방앗간 중독성이 있는 매번 색다른 스태이지의 새로운 만남 가성비 극상 the cinder bar사장님은 세가지 언어를 자유롭게 구시하시는 뉴질랜드분 1 of course english 2 he speaks great korean 3 has an amazing ability to become your friend he s the coolest guy in songdo ,1
best bar in korea so far i had an amazing time with warren don t hesitate and ask for some nz beers and some rock songs ,1
it is a family bar we went there with our kid and we have a fun time and meet new people everyone was friendly even customers it is a cool place and loved the chicken wings ,1
warren and his wife hana doing a great job you feel at home the minute you walk in people come in from all over the world some example south afrika ireland saudi arabia belgium netherlands usa trinidad tobago peru mexico uk and go on,1
cinder bar has a great vibe and the owner warren went out of his way to chat with us the drinks were all made from scratch and were better than any other place that i have been to incheon if you are in songdo then this is definitely the place to go for good drinks and a good time ,1
the cinder bar is an excellent place to unwind after a hard day at the office or just a fun place to spend a saturday afternoon night meeting new people awesome atmosphere good people good music good times ,1
must visit place if you are feeling lost in an alien land warren the owner is an excellent host he and his wife manage this place and you always feel at home with them i gave him a surprise by calling him by his name in first visit came to know thro the reviews but believe me he will remember your name even if you visit after a year the beer is good so is the food nicely selected by warren and prepared by his wife,1
i can t really say enough about this establishment the atmosphere and the staff s enthusiasm makes this a must see while in songdo the food is great the beer selection is spot on and the conversation is second to none i frequent this pub every time i travel to korea so get off your duff and mosey on down to the cinder bar oh and ask for the killer cinder gin and tonic ,1
the cinder bar is a must for anyone visiting songdo good food and loads of great beers on tap and by the bottle and a very nice whiskey selection too warren the owner and his wife will make anyone feel welcome gotta try the cocktails warren makes a superb cocktail 냠냠 ,1
i really enjoyed the food and they have a good beer selection it s a must visit if you re in incheon ,1
had an overnight layover in incheon and was looking for a spot to get out of the airport as we had a room at the transit hotel after getting a stamp on our boarding card from the airline needed we were allowed to leave the airport warren the owner gave our uber driver directions on how to get to the bar 20 min from the airport kitchen open late for fish chips and wings great alcohol selection ipa imported from the u s on tap great spot and will come back next time we have an overnight layover on delta or korean air great mix of locals and expats a must see on the the way through ,1
in town for a conference and spent some time searching for a place to have a drink uncovered cinders after a detailed search but surprised that they weren t top of the search owner warren an extremely friendly and welcoming host a range of beers to cater for taste and an even better selection of spirits for even the most discerning palate i started with a malty indiga american craft served with some dubiously crunchy typically korean nuts and graduated through guinness and stella artois to an extremely reasonably priced local lager even a selection of scottish beers and islay malt whiskeys for the more selective drinker would highly recommend the venue to anyone ,1
the cider bar is one of my favorite bars in songdo the bar is always lively and has a friendly staff they have a game night one night a month which is always a nice ice breaker to meet people the cider bar has the largest burger in songdo in fact i ve never left the cider bar hungry when i ate there the premium long island ice tea is a must try ,1
from the time you walk in the door you are treated like a regular or long lost friend good selection of beer and great tunes you will not find a friendlier harder working crew in any bar too many amazing staff to mention but shout out to warren mikey mijin saleem amir asad for way too many good times in the cinder tom usa,1
i watched the super bowl last february here saved me the trip to itaewon but this time around i am going to itaewon to meet friends to see the big game otherwise i would come back here the drinks were great the food were great the game so so all in all a great place and i am planning to return soon jake,1
warm friendly pub with an excellent selection of beers this place is a must visit if you want more than a cass ,1
mijin is so sweet and attentive if you visit in the afternoon make sure to check in at the cinder and visit with the most outgoing korean bartender you will ever meet ,1
a late night visit for a night cap found a great bar with friendly staff who very helpful mixed a great moscow mule the owner at bar a great guy could not do more to make you welcome will go again one day ,1
cinder bar is thee expat bar to visit in songdo incheon warren the owner never forgets a name and pours the best gin and tonic you ll ever have great fish and chips wings and and awesome burger to enjoy with great craft beer but best of all a great group of people always gather at this cozy spot don t miss it ,1
had an early flight so layed over in the normal awful airport hotels i arrived late all the hotel bars were shut found this place just round the corner what a gem beer food atmosphere perfect next layover in seoul icn airport head here also they have sweetwater 420 ,1
staying nearby before heading to daejeon i googled craft beer more in hope than expectation and this came up beer is very good quality in the modern style didn t eat there as we wanted some authentic korean food the owner warren was good enough to walk us down to a hidden away bbq restaurant where he stayed to help with the ordering and the left us to it we d never have found the place otherwise good to see a proprietor understanding that this is a customer service business and going the extra mile to make folk feel welcome,1
on my first visit to south korea i stumble into this bar where i was greeted as if i was coming there for year leo was amazingly hospitable nice friendly very engaging and i feel as if i have known him all my life i definitely made a lifelong friend and leo makhil the cook was also very nice and food was great definitely a must stop when visiting south korea in each one in particular i hear great things about the og cinder bar which on my next visit i will be attending ask for leo he is the best ,1
i had one of the most stressful airport experiences i ve ever dealt with left the airport to find some drinks food and stumbled across the cinder bar the owner and his amazing bartender from vietnam completely turned around my entire day 5 minutes in i had a huge smile in my face from the friendliness of the staff i had some drinks which were all great prices and a burger which was delicious perfect for if you have a layover that s long enough to leave the airport but not long enough to go too far incredible place ,1
this bar is newly opened and is an offshoot of another bar of the same name in incheon city very much nicer than all of the sterile airport hotel bars around this area a lively welcome from warren kidd the owner who asks your name and introduces you to everyone in the bar makes for easy conversation and a friendly atmosphere the bar staff keep the party and conversation going by joining in with a focus on encouraging the buying of rounds of drinks ring the bell and buy everyone in the bar a drink great for the profits but also great for the atmosphere created genuinely enjoyable and a fun atmosphere i didn t have any of the food but it looked like decent bar food burgers etc a highly entertaining evening marred slightly by the feeling that everyone was being pushed into drinking more one of the best bars that i have visited ,1
very good expat pub with a very friendly staff they will get to know you and if you come back after being gone for months you will be greater by name typical pub food that is pretty good ,1
we were offered to taste samples of great collection of beer hence we could try and select the best best quality beer and food though very limited on the menu he ensures the best nice ambience and warren kidd is explosion of energy he also offered to pick and drop at our hotel he knows what he does and how to do it the team is also as good as the owner great fun ,1
nice drafts beer selection very expensive bar in the day of ours visit about of the half of the food manue was not available,1
fantastic beer selection warren and staff are super friendly and welcoming you can go with your friends or make friends there nothing can compare to this great small bar just check it out ,1
delicious food great atmosphere and caring service what more can you ask for after a long flight the cinder bar has an amazing beer selection from all over the world quite impressive during my visit a patron rang the bell and bought a round for the bar so much fun ,1
the best place ever feels like home cozy and great atmosphere we are a cinder couple and we love cinder highly recommended ,1
the cinder bar is a great place to go of you re new to songdo and want to meet up with other foreigners the staff is super friendly and great to talk to and their burgers are great the cocktails are also delicious highly recommend checking out this place ,1
in a land of cookie cutter bars and franchises this quaint bar stands out and demonstrates how to do it right take all of the items from a normal bar add a superior sampling of alcohol choices and a friendly staff who bring customer service to the next level mix these things together and you get a bar that performs where the seats are always warm because nobody wants to leave awesome place i m glad it is in songdo because if it were anywhere else this place would have a line spilling out into the street and you d never get a seat the music is top notch as well ,1
nice and cozy bar the owner warren and his staff daniel mikey and chris to name a few know how to take care of their guests you will be surprised how they will remember your name and drink even with a packed bar excellent drinks but do recommend fish and chips the flying chef burger worth the time money and experience,1
if you are staying in songdo this place should be on your to do list the owner warren is a really nice person that will be glad to welcome you drinks and food are really good enjoying a chat with international people around a beer is always a pleasure ,1
great bar if you are looking for very friendly english speaking staff who go the extra mile music is great and the clientele are fun too if you are lucky enough someone might ring the bell and that is an experience in itself warren the owner is a real character ,1
toning more that can be said other than it is an amazing and friendly spot warren and staff are very friendly and warm the place to go to ,1
great food amazing beer selection the staff and patrons were very friendly and welcoming highly recommend stopping by ,1
has to be one of the best bars in korea went there on my last night wish i had found it earlier only went for a few drinks ended up staying all night staff a super friendly and atmosphere is unreal great mix of locals and people from all across the world amazing range of beer and other drinks ,1
great place to just relax and meet friends very friendly atmosphere foreigners welcome thank you cinder bar ,1
loved this bar served by his owner ex pat hang out with good music good finger food and a variety of beers and whiskey good vibes all over ,1
the person who love with alcohol this is the place for foreigners in incheon quite reliable on quality and brands somehow manageable pricing no language barrier all bartenders can communicate and speak well in english interested one shall try it ,1
it s always good to find a new zealand run establishment so far from home ands the cinder bar was no exception even though my time here was of necessity limited we found that we could have an enjoyable drink or two ,1
what a great spot if you don t know anyone in korea and want to meet friendly people this is the place to go the owner warren is from new zealand and goes out of his way to be helpful he can provide a wealth of information about korea in case you d need advice the bar has a wide assortment of beverages and food and has live music some nights don t miss this place ps if you need transportation from your hotel to cinder bar warren will pick you up in his car ,1
best burger in incheon great service great selection of beer and liquor caters to expat crowd especially flight crew and overnighting flight crew it s worth the walk must go ,1
best wings in the world the burgers are good too make sure you ring the bell for free drinks the hangover is worth it ,1
bar most exclusively targeting foreigners just started some lunch items but it s a place to go at night very friendly owner manager and has a great variety of liquor it s probably the preferred hangout place for the expats in town ,1
seriously the bartender waiter host is the owner his life is this bar he has picked us up and dropped us off at our hotels after dinner and drinks this place is awesome 2 levels of drinking eating and privacy off the beaten path can t hear traffic or noise from outside great beer selection fish and chip is actually great can t believe i m saying that but it s the best in incheon you feel like your at cheers when you are there sam malone would love it ,1
this bar has the most amazing customer service hands down the drinks are reasonably price and as all the reviews continue to say the wings are out of this world warren is an amazing owner offering hotel pick up and customer service after discovering cinder bar it became my go to spot when you enter you are one of the family order the hendricks and tonic amazingly prepared thank you warren for making my korea experience so amazing ,1
if you are homesick as an ex pat then this is the bar for you meet up your buddies or even korean friends it s lively friendly and good priced with great selection of local microbrews as well as international favorites ,1
amazing bar we spent a lot of time there thank you for the great moments we had warren mikey william and daniel,1
cinder bar is a wonderfully bright and joyful bar in a trendy restaurant business district of downtown incheon it has a cozy neighborhood bar feel and a very welcoming vibe in addition to expertly prepared cocktails and wine and beer they have a great bistro menu of largely western bar food the host warren was exceptionally friendly and gracious and is a consummate host the clientele is very diverse and all seemed to be having a great time cinder bar is a must see for anyone visiting incheon ,1
before leaving nz to live in songdo south korea i checked out the important things to me squash golf and a good bar squash is virtually non existent golf is too expensive but the cinder bar oh the cinder bar from the first moment i entered the doors of this small bar i realised it had a huge heart the guy who runs it tirelessly is warren a guy who remembers everyone s names the beer selection is amazing 12 on tap and at least 12 different bottled ales the food is simple but wholesome and tasty do not visit songdo without checking the cinder bar out ,1
went on a saturday night with some friends comfortable interior owner was very friendly and chatted with us how he came to make his beer selections he has a very nice selection of beers the best i have seen in korea up to this point the food we had was very good i will return ,1
cinder is an excellent meeting point for international travellers and residents alike the beers are carefully selected the food is excellent and the owner is attentive and engages his customers in conversations well worth a visit or two ,1
best bar in songdo with tons of internationals everyone who is visiting this area should consider coming by this welconing bar ,1
it s a great bar i like the atmosphere there and the staff is really nice i ve been enjoying every stay ,1
best bar ever always very nice many internationals cloud cloud cloud the stuff and it is definitely the nicestplay too hang out after a day in university or at work nice ,1
really fun authentic bar near the songdo business district friendly staff and good collection of beers and spirits frequent it often and it s always fun ,1
great songs nice mood good people especially the boss warren and friendly staffs i like cocktail moscow mule and draft beer 420 in this bar and the shot oh yeah warren s specialty is awesome the bar opens until 8am for customers who want to stay up all night lol,1
it doesn t matter if you come alone or with a group at the cinder bar the owner will make you feel at home definitely worth it to have a drink here and meet some new people ,1
before leaving nz to live in songdo south korea i checked out the important things to me squash golf and a good bar squash is virtually non existent golf is too expensive but the cinder bar oh the cinder bar from the first moment i entered the doors of this small bar i realised it had a huge heart the guy who runs it tirelessly is warren a guy who remembers everyone s names the beer selection is amazing 12 on tap and at least 12 different bottled ales the food is simple but wholesome and tasty do not visit songdo without checking the cinder bar out ,1
went on a saturday night with some friends comfortable interior owner was very friendly and chatted with us how he came to make his beer selections he has a very nice selection of beers the best i have seen in korea up to this point the food we had was very good i will return ,1
cinder is an excellent meeting point for international travellers and residents alike the beers are carefully selected the food is excellent and the owner is attentive and engages his customers in conversations well worth a visit or two ,1
best bar in songdo with tons of internationals everyone who is visiting this area should consider coming by this welconing bar ,1
it s a great bar i like the atmosphere there and the staff is really nice i ve been enjoying every stay ,1
best bar ever always very nice many internationals cloud cloud cloud the stuff and it is definitely the nicestplay too hang out after a day in university or at work nice ,1
really fun authentic bar near the songdo business district friendly staff and good collection of beers and spirits frequent it often and it s always fun ,1
great songs nice mood good people especially the boss warren and friendly staffs i like cocktail moscow mule and draft beer 420 in this bar and the shot oh yeah warren s specialty is awesome the bar opens until 8am for customers who want to stay up all night lol,1
it doesn t matter if you come alone or with a group at the cinder bar the owner will make you feel at home definitely worth it to have a drink here and meet some new people ,1
i guess you have to expect to pay for the kind of quality you get at the cinder bar burgers are really good and they have beer above the standard weak lagers worth the price every once in a while ,1
i can just give the warmest recommendation to come cinder bar whenever you are around incheon songdo warren and sam are without a doubt the best ,1
the best bar in incheon if you re around you definitely have to come over the staff is super nice the drinks are great and you always have a great time there cheers demi ,1
absolutely lovely the whole staff is really friendly the best place to chill and have a beer with your mates ,1
main bar for foreigners having fun and learning english the stuff is amazing always a warm welcome you can spend the whole night without being dissapointed a place for going every week at least twice,1
with a new draught font increasing the variety of beers offered you will find a beer to your liking ,1
perfect bar to hangout with friends have some good beers and good time the barman warren is always in a good mood defenitly a must go bar ,1
